date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:13	5510/5510	---M-Z	200	added ('OK')	application/javascript	etag:%22031e26e572dc1:0%22	https://aluno.uvv.br/Scripts/kendo/cultures/kendo.culture.pt-BR.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/kendo/cultures/kendo.culture.pt-BR.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:14	2705209/2705209	---M-Z	200	added ('OK')	application/javascript	etag:%2280c77a6f572dc1:0%22	https://aluno.uvv.br/Scripts/kendo/kendo.all.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/kendo/kendo.all.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:15	15942/15942	---M-Z	200	added ('OK')	application/javascript	etag:%221a3ad56f572dc1:0%22	https://aluno.uvv.br/Scripts/kendo/kendo.aspnetmvc.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/kendo/kendo.aspnetmvc.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:15	13243/13243	---M-Z	200	added ('OK')	application/javascript	etag:%22601b8274572dc1:0%22	https://aluno.uvv.br/Scripts/kendo/messages/kendo.messages.pt-BR.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/kendo/messages/kendo.messages.pt-BR.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:16	8204/8204	---M-Z	200	added ('OK')	application/javascript	etag:%2220bfae6a572dc1:0%22	https://aluno.uvv.br/Content/app/js/jquery.mask.1.14.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/js/jquery.mask.1.14.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:17	75503/75503	---M-Z	200	added ('OK')	application/javascript	etag:%22a27b356f572dc1:0%22	https://aluno.uvv.br/Scripts/kendo/jszip.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/kendo/jszip.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:18	52757/52757	---M-Z	200	added ('OK')	application/javascript	etag:%224bb6bd74572dc1:0%22	https://aluno.uvv.br/Scripts/modernizr-2.8.3.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/modernizr-2.8.3.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:18	51679/51679	---M-Z	200	added ('OK')	application/javascript	etag:%223cddc474572dc1:0%22	https://aluno.uvv.br/Scripts/moment.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/moment.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:19	2228/2228	---M-Z	200	added ('OK')	application/javascript	etag:%22845d556e572dc1:0%22	https://aluno.uvv.br/Scripts/bootstrap-datepicker-mobile.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/bootstrap-datepicker-mobile.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:20	15511/15511	---M-Z	200	added ('OK')	application/javascript	etag:%223c99886a572dc1:0%22	https://aluno.uvv.br/Content/app/js/app.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/js/app.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:20	3201/3201	---M-Z	200	added ('OK')	application/javascript	etag:%229ec7ef74572dc1:0%22	https://aluno.uvv.br/Scripts/plugins/ladda/ladda.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/plugins/ladda/ladda.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:21	4123/4123	---M-Z	200	added ('OK')	application/javascript	etag:%229ec7ef74572dc1:0%22	https://aluno.uvv.br/Scripts/plugins/ladda/spin.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Scripts/plugins/ladda/spin.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:22	486/486	---M-Z	200	added ('OK')	application/javascript	etag:%22a46fbf6a572dc1:0%22	https://aluno.uvv.br/Content/app/js/ui-buttons.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/js/ui-buttons.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:22	2793/2793	---M-Z	200	added ('OK')	application/javascript	etag:%22a46fbf6a572dc1:0%22	https://aluno.uvv.br/Content/app/js/quick-sidebar.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/js/quick-sidebar.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:23	415/415	---M-Z	200	added ('OK')	application/javascript	etag:%22a46fbf6a572dc1:0%22	https://aluno.uvv.br/Content/app/js/quick-nav.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/js/quick-nav.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:24	104661/104661	---M-Z	200	added ('OK')	application/javascript	etag:%22b1c2356c572dc1:0%22	https://aluno.uvv.br/Content/js/angular.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/js/angular.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:25	5797/5797	---M-Z	200	added ('OK')	application/javascript	etag:%225e4d206c572dc1:0%22	https://aluno.uvv.br/Content/js/angular-sanitize.min.js	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/js/angular-sanitize.min.js	(from https://aluno.uvv.br/users/202306033/validacao-carteirinha?token=DY/5hUhm20g5bHJGZkVENytJSjJDMkw4N1o1WkVBPT0=)
17:00:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Aug%202025%2020:00:25%20GMT	http://i.imgur.com/R60qKwS.jpg	C:/Users/Felipe/Desktop/ALUNO%20UVV/i.imgur.com/R60qKwS.25.delayed	(from https://aluno.uvv.br/Content/app/css/flickity-docs.css)
17:00:26	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2009%20Aug%202025%2020:00:25%20GMT	https://i.imgur.com/R60qKwS.jpg	C:/Users/Felipe/Desktop/ALUNO%20UVV/i.imgur.com/R60qKwS.26.delayed	(from https://aluno.uvv.br/Content/app/css/flickity-docs.css)
17:00:27	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:26%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/action-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/action-white.27.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:27	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:26%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/alert-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/alert-white.28.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:28	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:28%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-l-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-l-white.29.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:29	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:28%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-r-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-r-white.2a.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:30	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:29%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-d-white.2b.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:30	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:29%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-l-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-l-white.2c.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:31	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:30%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-r-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-r-white.2d.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:32	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:31%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-l-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-l-white.2e.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:32	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:31%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-r-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-r-white.2f.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:33	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:33%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/arrow-u-white.30.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:34	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:33%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/audio-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/audio-white.31.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:35	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:34%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/back-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/back-white.32.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:35	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:34%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/bars-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/bars-white.33.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:36	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:35%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/bullets-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/bullets-white.34.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:37	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:35%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/calendar-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/calendar-white.35.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:37	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:37%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/camera-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/camera-white.36.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:38	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:37%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/carat-d-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/carat-d-white.37.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:39	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:38%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/carat-l-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/carat-l-white.38.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:39	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:38%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/carat-r-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/carat-r-white.39.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:40	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:39%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/carat-u-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/carat-u-white.3a.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:41	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:40%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/check-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/check-white.3b.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:42	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:40%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/clock-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/clock-white.3c.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:42	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:41%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/cloud-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/cloud-white.3d.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:43	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:43%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/comment-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/comment-white.3e.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:43%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/delete-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/delete-white.3f.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:44%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/edit-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/edit-white.40.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
17:00:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Aug%202025%2020:00:45%20GMT	https://aluno.uvv.br/Content/app/css/images/icons-png/eye-white.png	C:/Users/Felipe/Desktop/ALUNO%20UVV/aluno.uvv.br/Content/app/css/images/icons-png/eye-white.41.delayed	(from https://aluno.uvv.br/Content/app/css/jquery.mobile-1.4.5.min.css)
